Year,Month,Day,Hour,Tair,Tdew,RelH,WndS,WndD,Pres
2016,1,9,5,-4.9,-8.3,77.0,7.0,80.0,1024.3
2016,1,9,6,-5.0,-8.1,79.0,3.0,70.0,1024.6
2016,1,9,7,-4.7,-8.1,77.0,10.0,60.0,1024.7
2016,1,9,8,-4.5,-7.8,78.0,9.0,100.0,1024.7
2016,1,9,9,-4.3,-7.6,78.0,7.0,80.0,1024.9
2016,1,9,10,-4.1,-7.7,76.0,15.0,90.0,1025.2
2016,1,9,11,-3.9,-7.4,77.0,12.0,50.0,1025.4
2016,1,9,12,-3.3,-6.9,76.0,10.0,60.0,1024.5
2016,1,9,13,-2.9,-6.6,76.0,9.0,50.0,1024.2
2016,1,9,14,-2.6,-6.3,76.0,8.0,70.0,1024.1
2016,1,9,15,-2.6,-6.3,76.0,7.0,80.0,1024.1
2016,1,9,16,-2.5,-6.3,75.0,3.0,80.0,1024.4
2016,1,9,17,-2.7,-6.2,77.0,6.0,120.0,1024.6
2016,1,9,18,-3.0,-6.0,80.0,8.0,130.0,1024.5
2016,1,9,19,-3.1,-5.9,81.0,9.0,120.0,1024.1
2016,1,9,20,-3.2,-5.9,82.0,15.0,160.0,1024.8
2016,1,9,21,-3.3,-5.9,82.0,4.0,140.0,1024.8
2016,1,9,22,-3.5,-5.7,85.0,5.0,120.0,1024.5
2016,1,9,23,-3.4,-5.4,86.0,7.0,130.0,1023.9
2016,1,10,0,-3.3,-5.6,84.0,5.0,140.0,1023.9
2016,1,10,1,-3.4,-5.4,86.0,4.0,90.0,1024.0
2016,1,10,2,-3.1,-5.4,84.0,8.0,90.0,1024.2
2016,1,10,3,-2.8,-5.3,83.0,7.0,130.0,1024.7
2016,1,10,4,-2.6,-5.1,83.0,7.0,120.0,1024.3
2016,1,10,5,-2.4,-4.9,83.0,7.0,140.0,1024.2
2016,1,10,6,-2.0,-4.2,85.0,13.0,120.0,1023.5
2016,1,10,7,-1.7,-3.9,85.0,14.0,120.0,1023.2
2016,1,10,8,-1.8,-4.0,85.0,13.0,100.0,1022.4
2016,1,10,9,-2.0,-4.2,85.0,9.0,110.0,1022.5
2016,1,10,10,-0.1,-3.1,80.0,14.0,120.0,1022.1
2016,1,10,11,0.5,-2.7,79.0,23.0,140.0,1021.9
2016,1,10,12,1.5,-2.6,74.0,22.0,120.0,1020.0
2016,1,10,13,1.9,-2.3,74.0,19.0,140.0,1019.8
2016,1,10,14,1.8,-2.3,74.0,21.0,140.0,1019.6
2016,1,10,15,1.5,-2.1,77.0,19.0,130.0,1019.2
2016,1,10,16,1.3,-1.8,80.0,16.0,130.0,1018.5
2016,1,10,17,1.1,-1.5,83.0,23.0,110.0,1016.6
2016,1,10,18,1.1,-1.3,84.0,21.0,120.0,1016.1
2016,1,10,19,1.2,-0.9,86.0,24.0,120.0,1014.4
2016,1,10,20,1.6,-0.5,86.0,24.0,130.0,1014.6
2016,1,10,21,1.8,0.2,89.0,25.0,120.0,1012.9
2016,1,10,22,2.5,0.9,89.0,26.0,130.0,1010.5
2016,1,10,23,3.2,1.3,87.0,34.0,140.0,1008.5
2016,1,11,0,3.8,1.2,83.0,37.0,130.0,1006.9
2016,1,11,1,4.3,1.3,81.0,40.0,130.0,1004.3
2016,1,11,2,4.7,1.9,82.0,36.0,130.0,1002.6
2016,1,11,3,5.4,2.4,81.0,42.0,140.0,1000.1
2016,1,11,4,4.8,3.2,89.0,47.0,130.0,998.1
2016,1,11,5,5.1,3.9,92.0,44.0,130.0,995.0
2016,1,11,6,5.9,4.7,92.0,45.0,130.0,992.6
2016,1,11,7,5.9,5.0,94.0,43.0,140.0,992.0
2016,1,11,8,6.6,6.2,97.0,24.0,140.0,992.6
2016,1,11,9,6.9,6.8,99.0,21.0,140.0,991.4
2016,1,11,10,8.1,7.5,96.0,32.0,160.0,990.7
2016,1,11,11,8.1,7.4,95.0,29.0,160.0,990.3
2016,1,11,12,9.3,8.4,94.0,31.0,180.0,989.2
2016,1,11,13,8.1,6.9,92.0,23.0,180.0,988.4
2016,1,11,14,8.4,6.2,86.0,26.0,200.0,988.6
2016,1,11,15,5.8,1.5,74.0,29.0,240.0,990.2
2016,1,11,16,5.1,0.1,70.0,23.0,230.0,991.3
2016,1,11,17,1.3,0.0,91.0,14.0,270.0,992.7
2016,1,11,18,0.3,-3.4,76.0,23.0,270.0,994.1
2016,1,11,19,-0.6,-6.6,64.0,28.0,260.0,995.9
2016,1,11,20,-0.8,-7.6,60.0,26.0,280.0,997.3
2016,1,11,21,-1.2,-10.4,50.0,26.0,270.0,998.8
2016,1,11,22,-1.9,-12.6,44.0,28.0,270.0,1000.2
2016,1,11,23,-2.6,-14.5,40.0,28.0,260.0,1001.4
2016,1,12,0,-3.8,-15.0,42.0,24.0,270.0,1002.6
2016,1,12,1,-4.6,-14.8,45.0,23.0,270.0,1003.4
2016,1,12,2,-5.0,-15.2,45.0,27.0,260.0,1004.6
2016,1,12,3,-5.5,-14.4,50.0,17.0,260.0,1006.0
2016,1,12,4,-6.2,-15.0,50.0,26.0,260.0,1006.9
2016,1,12,5,-7.2,-15.7,51.0,32.0,260.0,1008.3
2016,1,12,6,-7.8,-16.8,49.0,27.0,260.0,1009.6
2016,1,12,7,-8.5,-16.7,52.0,23.0,260.0,1011.0
2016,1,12,8,-9.1,-16.2,57.0,11.0,270.0,1011.9
2016,1,12,9,-8.6,-16.1,55.0,18.0,280.0,1012.8
2016,1,12,10,-8.2,-16.2,53.0,23.0,260.0,1013.5
2016,1,12,11,-7.6,-15.2,55.0,15.0,280.0,1013.7
2016,1,12,12,-7.6,-16.1,51.0,13.0,270.0,1013.2
2016,1,12,13,-7.5,-16.0,51.0,13.0,230.0,1012.7
2016,1,12,14,-6.9,-17.0,45.0,15.0,230.0,1012.6
2016,1,12,15,-7.2,-16.5,48.0,10.0,220.0,1013.0
2016,1,12,16,-7.0,-17.1,45.0,12.0,200.0,1013.1
2016,1,12,17,-7.6,-16.6,49.0,8.0,200.0,1012.8
2016,1,12,18,-7.8,-14.9,57.0,4.0,120.0,1012.2
2016,1,12,19,-8.3,-14.0,64.0,8.0,110.0,1012.2
2016,1,12,20,-7.9,-13.6,64.0,6.0,90.0,1011.8
2016,1,12,21,-8.0,-13.3,66.0,11.0,110.0,1011.1
2016,1,12,22,-6.2,-11.8,65.0,13.0,100.0,1009.9
2016,1,12,23,-6.2,-10.6,71.0,9.0,100.0,1008.6
2016,1,13,0,-4.6,-10.2,65.0,14.0,120.0,1007.0
2016,1,13,1,-4.1,-9.2,68.0,16.0,90.0,1004.3
2016,1,13,2,-3.1,-8.4,67.0,28.0,110.0,1002.2
2016,1,13,3,-2.6,-8.5,64.0,24.0,100.0,1001.0
2016,1,13,4,-3.9,-6.1,85.0,25.0,100.0,999.7
2016,1,13,5,-4.6,-5.7,92.0,27.0,60.0,995.7
2016,1,13,6,-4.7,-5.8,92.0,31.0,50.0,992.4
2016,1,13,7,-4.1,-5.1,93.0,36.0,50.0,990.1
2016,1,13,8,-3.1,-3.8,95.0,34.0,40.0,988.1
2016,1,13,9,-2.2,-2.9,95.0,34.0,50.0,984.1
2016,1,13,10,-1.5,-2.3,94.0,31.0,50.0,980.6
2016,1,13,11,-0.9,-1.8,94.0,4.0,30.0,978.0
2016,1,13,12,-0.1,-1.4,91.0,18.0,210.0,975.8
2016,1,13,13,-0.2,-2.1,87.0,28.0,210.0,975.2
2016,1,13,14,-0.4,-2.9,83.0,30.0,210.0,974.4
2016,1,13,15,-0.7,-3.1,84.0,40.0,210.0,974.0
2016,1,13,16,-1.6,-3.0,90.0,30.0,220.0,974.0
2016,1,13,17,-1.9,-3.2,91.0,20.0,230.0,974.2
2016,1,13,18,-2.6,-4.8,85.0,33.0,290.0,976.1
2016,1,13,19,-3.8,-6.1,84.0,32.0,290.0,979.0
2016,1,13,20,-5.0,-7.5,83.0,31.0,280.0,981.4
2016,1,13,21,-5.4,-7.9,83.0,30.0,280.0,983.4
2016,1,13,22,-5.9,-9.6,75.0,39.0,280.0,984.9
2016,1,13,23,-6.0,-9.1,79.0,25.0,270.0,986.3
2016,1,14,0,-6.1,-10.2,73.0,28.0,270.0,987.8
2016,1,14,1,-6.3,-10.9,70.0,33.0,280.0,988.6
2016,1,14,2,-6.8,-10.9,73.0,30.0,270.0,990.1
2016,1,14,3,-7.1,-11.2,73.0,30.0,270.0,991.9
2016,1,14,4,-7.4,-11.1,75.0,28.0,280.0,992.8
2016,1,14,5,-7.5,-10.7,78.0,21.0,260.0,994.1
2016,1,14,6,-8.4,-11.6,78.0,21.0,260.0,994.9
2016,1,14,7,-9.2,-12.2,79.0,21.0,260.0,995.7
2016,1,14,8,-10.0,-12.8,80.0,19.0,240.0,996.6
2016,1,14,9,-10.1,-12.9,80.0,20.0,250.0,997.2
2016,1,14,10,-10.6,-13.7,78.0,20.0,240.0,997.5
2016,1,14,11,-10.1,-13.7,75.0,25.0,250.0,997.9
2016,1,14,12,-10.3,-14.4,72.0,26.0,260.0,996.9
2016,1,14,13,-9.6,-14.6,67.0,26.0,260.0,996.4
2016,1,14,14,-9.3,-14.5,66.0,27.0,240.0,996.1
2016,1,14,15,-9.2,-14.8,64.0,27.0,260.0,996.3
2016,1,14,16,-10.2,-15.2,67.0,24.0,260.0,996.7
2016,1,14,17,-10.8,-15.6,68.0,22.0,260.0,996.9
2016,1,14,18,-10.6,-14.9,71.0,25.0,260.0,997.2
2016,1,14,19,-10.5,-14.5,73.0,22.0,250.0,997.5
2016,1,14,20,-10.7,-15.2,70.0,30.0,270.0,997.8
2016,1,14,21,-11.2,-16.2,67.0,21.0,270.0,998.0
2016,1,14,22,-11.3,-16.3,67.0,21.0,270.0,998.4
2016,1,14,23,-11.1,-16.3,66.0,27.0,280.0,998.6
2016,1,15,0,-11.4,-16.0,69.0,26.0,260.0,998.8
2016,1,15,1,-11.7,-16.0,71.0,25.0,260.0,999.2
2016,1,15,2,-12.0,-16.1,72.0,27.0,260.0,999.4
2016,1,15,3,-12.1,-16.3,71.0,22.0,270.0,1000.2
2016,1,15,4,-12.4,-16.5,72.0,21.0,270.0,1000.4
2016,1,15,5,-12.5,-16.7,71.0,23.0,260.0,1000.9
2016,1,15,6,-12.5,-17.1,69.0,28.0,270.0,1001.2
2016,1,15,7,-13.0,-17.0,72.0,22.0,260.0,1001.9
2016,1,15,8,-13.1,-17.1,72.0,21.0,250.0,1002.4
2016,1,15,9,-12.3,-17.1,68.0,30.0,260.0,1001.8
2016,1,15,10,-11.9,-17.0,66.0,34.0,260.0,1001.8
2016,1,15,11,-11.3,-16.8,64.0,33.0,260.0,1002.5
2016,1,15,12,-10.4,-16.6,61.0,27.0,250.0,1001.7
2016,1,15,13,-9.8,-16.6,58.0,36.0,250.0,1001.5
2016,1,15,14,-9.1,-15.9,58.0,37.0,250.0,1001.4
2016,1,15,15,-8.4,-15.3,58.0,20.0,270.0,1002.5
2016,1,15,16,-8.3,-15.0,59.0,17.0,260.0,1003.1
2016,1,15,17,-8.9,-14.9,62.0,14.0,270.0,1004.2
2016,1,15,18,-8.9,-14.3,65.0,11.0,260.0,1004.9
2016,1,15,19,-8.6,-14.1,65.0,13.0,280.0,1005.1
2016,1,15,20,-9.0,-14.1,67.0,18.0,270.0,1005.3
2016,1,15,21,-9.4,-14.5,67.0,10.0,250.0,1005.3
2016,1,15,22,-9.8,-14.5,69.0,10.0,260.0,1005.4
2016,1,15,23,-10.2,-14.3,72.0,16.0,260.0,1006.7
2016,1,16,0,-10.5,-14.1,75.0,10.0,260.0,1007.4
2016,1,16,1,-10.8,-14.4,75.0,4.0,200.0,1006.2
2016,1,16,2,-11.4,-14.0,81.0,8.0,220.0,1006.1
2016,1,16,3,-11.9,-14.8,79.0,5.0,170.0,1005.4
2016,1,16,4,-14.8,-16.4,88.0,3.0,300.0,1004.4
2016,1,16,5,-12.5,-14.8,83.0,7.0,190.0,1004.4
2016,1,16,6,-11.8,-14.1,83.0,7.0,190.0,1005.2
2016,1,16,7,-14.8,-16.8,85.0,3.0,330.0,1004.0
2016,1,16,8,-13.3,-15.2,86.0,4.0,120.0,1003.2
2016,1,16,9,-12.6,-14.3,87.0,4.0,100.0,1002.3
2016,1,16,10,-9.5,-12.8,77.0,8.0,110.0,1001.5
2016,1,16,11,-8.0,-11.4,77.0,8.0,110.0,1001.4
2016,1,16,12,-7.2,-10.3,79.0,9.0,80.0,999.4
2016,1,16,13,-5.8,-8.6,81.0,14.0,80.0,996.9
2016,1,16,14,-4.9,-7.5,82.0,22.0,50.0,994.3
2016,1,16,15,-4.0,-6.3,84.0,20.0,60.0,993.1
2016,1,16,16,-3.8,-6.1,84.0,27.0,60.0,990.9
2016,1,16,17,-3.2,-5.1,87.0,29.0,40.0,989.9
2016,1,16,18,-3.2,-4.8,89.0,35.0,30.0,989.0
2016,1,16,19,-2.9,-4.3,90.0,31.0,30.0,989.6
2016,1,16,20,-2.9,-4.2,91.0,27.0,10.0,989.7
2016,1,16,21,-2.7,-4.4,88.0,28.0,10.0,989.5
2016,1,16,22,-2.8,-4.5,88.0,23.0,10.0,990.3
2016,1,16,23,-2.7,-4.6,87.0,23.0,360.0,990.7
2016,1,17,0,-2.7,-4.4,88.0,18.0,350.0,991.8
2016,1,17,1,-2.8,-4.8,86.0,18.0,350.0,992.2
2016,1,17,2,-2.9,-4.9,86.0,17.0,340.0,993.3
2016,1,17,3,-3.3,-5.5,85.0,15.0,340.0,994.2
2016,1,17,4,-3.5,-5.8,84.0,17.0,310.0,995.4
2016,1,17,5,-3.6,-6.1,83.0,16.0,320.0,996.5
2016,1,17,6,-3.5,-5.8,84.0,11.0,300.0,997.6
2016,1,17,7,-3.6,-5.8,85.0,14.0,280.0,998.8
2016,1,17,8,-3.9,-5.8,87.0,9.0,300.0,999.0
2016,1,17,9,-3.7,-5.7,86.0,8.0,280.0,999.4
2016,1,17,10,-3.6,-5.8,85.0,12.0,260.0,999.9
2016,1,17,11,-3.0,-5.2,85.0,11.0,240.0,1000.2
2016,1,17,12,-3.0,-5.8,81.0,16.0,250.0,999.2
2016,1,17,13,-2.8,-6.0,79.0,16.0,240.0,999.6
2016,1,17,14,-2.2,-6.2,74.0,15.0,240.0,999.8
2016,1,17,15,-2.3,-6.3,74.0,12.0,270.0,1000.0
2016,1,17,16,-2.4,-6.2,75.0,21.0,270.0,1000.5
2016,1,17,17,-2.5,-5.8,78.0,14.0,270.0,1000.8
2016,1,17,18,-2.4,-5.6,79.0,8.0,260.0,1000.6
2016,1,17,19,-3.0,-5.7,82.0,8.0,270.0,1000.9
2016,1,17,20,-3.7,-5.7,86.0,8.0,270.0,999.9
2016,1,17,21,-3.6,-5.5,87.0,8.0,260.0,999.3
2016,1,17,22,-4.1,-5.8,88.0,8.0,270.0,998.9
2016,1,17,23,-4.2,-6.4,85.0,4.0,310.0,998.1
2016,1,18,0,-5.7,-7.1,90.0,5.0,320.0,995.9
2016,1,18,1,-5.0,-7.3,84.0,8.0,230.0,995.5
2016,1,18,2,-5.2,-7.5,84.0,7.0,260.0,995.1
2016,1,18,3,-4.8,-7.9,79.0,10.0,300.0,994.2
2016,1,18,4,-5.0,-7.9,80.0,8.0,310.0,993.4
2016,1,18,5,-5.5,-8.4,80.0,7.0,310.0,992.3
2016,1,18,6,-5.7,-9.1,77.0,10.0,310.0,991.5
2016,1,18,7,-5.9,-9.1,78.0,10.0,320.0,990.7
2016,1,18,8,-6.0,-9.1,79.0,8.0,320.0,990.1
2016,1,18,9,-5.9,-9.5,76.0,8.0,280.0,990.2
2016,1,18,10,-5.6,-9.5,74.0,10.0,320.0,989.4
2016,1,18,11,-5.7,-10.9,67.0,9.0,290.0,989.1
2016,1,18,12,-5.2,-10.0,69.0,9.0,300.0,987.8
2016,1,18,13,-4.9,-9.8,69.0,8.0,270.0,986.7
2016,1,18,14,-4.5,-9.9,66.0,16.0,240.0,985.8
2016,1,18,15,-4.9,-10.5,65.0,15.0,250.0,985.8
2016,1,18,16,-5.4,-10.0,70.0,9.0,250.0,985.6
2016,1,18,17,-5.8,-9.9,73.0,7.0,250.0,985.1
2016,1,18,18,-6.3,-9.9,76.0,3.0,310.0,984.7
2016,1,18,19,-6.6,-10.5,74.0,4.0,200.0,984.7
2016,1,18,20,-6.9,-11.0,73.0,10.0,250.0,984.1
2016,1,18,21,-8.6,-11.8,78.0,8.0,260.0,983.3
2016,1,18,22,-9.6,-12.3,81.0,10.0,260.0,982.8
2016,1,18,23,-10.4,-12.6,84.0,14.0,260.0,981.9
2016,1,19,0,-10.0,-12.8,80.0,18.0,260.0,981.2
2016,1,19,1,-10.4,-13.1,81.0,19.0,260.0,980.6
2016,1,19,2,-10.7,-13.4,81.0,16.0,250.0,980.7
2016,1,19,3,-10.5,-13.3,80.0,19.0,260.0,980.7
2016,1,19,4,-10.8,-14.4,75.0,25.0,260.0,980.6
2016,1,19,5,-11.4,-15.3,73.0,30.0,270.0,980.7
2016,1,19,6,-12.0,-16.4,70.0,27.0,260.0,980.9
2016,1,19,7,-12.1,-16.5,70.0,20.0,260.0,981.0
2016,1,19,8,-11.8,-16.4,69.0,30.0,270.0,981.2
2016,1,19,9,-11.8,-15.9,72.0,24.0,270.0,981.2
2016,1,19,10,-11.5,-15.1,75.0,22.0,270.0,981.1
2016,1,19,11,-11.2,-15.0,74.0,18.0,270.0,981.1
2016,1,19,12,-11.2,-15.7,70.0,21.0,270.0,980.7
2016,1,19,13,-11.0,-14.9,73.0,27.0,260.0,980.3
2016,1,19,14,-10.6,-14.9,71.0,23.0,270.0,980.1
2016,1,19,15,-10.4,-14.5,72.0,17.0,280.0,980.4
2016,1,19,16,-10.1,-15.3,66.0,18.0,280.0,980.7
2016,1,19,17,-10.0,-15.0,67.0,23.0,270.0,981.2
2016,1,19,18,-10.3,-14.3,73.0,18.0,270.0,981.9
2016,1,19,19,-10.5,-14.3,74.0,18.0,280.0,982.5
2016,1,19,20,-10.4,-13.2,80.0,14.0,270.0,982.9
2016,1,19,21,-9.9,-12.4,82.0,19.0,270.0,982.8
2016,1,19,22,-9.9,-12.3,83.0,16.0,260.0,982.9
2016,1,19,23,-9.5,-11.9,83.0,15.0,280.0,983.2
2016,1,20,0,-8.2,-11.7,76.0,24.0,280.0,983.7
2016,1,20,1,-7.7,-11.6,74.0,27.0,290.0,983.8
2016,1,20,2,-7.3,-11.0,75.0,21.0,290.0,984.4
2016,1,20,3,-7.1,-10.8,75.0,23.0,280.0,985.4
2016,1,20,4,-7.0,-10.2,78.0,23.0,280.0,986.1
2016,1,20,5,-6.3,-9.9,76.0,18.0,280.0,987.2
2016,1,20,6,-5.9,-9.5,76.0,22.0,290.0,988.2
2016,1,20,7,-5.8,-9.7,74.0,25.0,290.0,989.1
2016,1,20,8,-6.0,-9.9,74.0,22.0,280.0,990.3
2016,1,20,9,-5.1,-9.6,71.0,28.0,290.0,991.3
2016,1,20,10,-4.4,-9.3,69.0,26.0,290.0,991.5
2016,1,20,11,-3.8,-9.1,67.0,28.0,280.0,992.3
2016,1,20,12,-3.4,-9.3,64.0,28.0,290.0,992.2
2016,1,20,13,-3.1,-8.8,65.0,28.0,290.0,991.6
2016,1,20,14,-2.7,-9.2,61.0,34.0,290.0,991.8
2016,1,20,15,-2.3,-8.8,61.0,28.0,280.0,992.0
2016,1,20,16,-2.9,-9.2,62.0,28.0,300.0,992.3
2016,1,20,17,-4.0,-9.7,65.0,18.0,300.0,992.8
2016,1,20,18,-4.4,-10.4,63.0,24.0,290.0,993.7
2016,1,20,19,-4.9,-9.8,69.0,23.0,290.0,994.1
2016,1,20,20,-5.8,-11.2,66.0,20.0,300.0,994.7
2016,1,20,21,-6.2,-11.4,67.0,23.0,300.0,994.7
2016,1,20,22,-6.5,-11.7,67.0,21.0,280.0,994.7
2016,1,20,23,-6.8,-12.0,67.0,27.0,280.0,994.8
2016,1,21,0,-7.1,-12.1,68.0,17.0,290.0,995.1
2016,1,21,1,-7.8,-11.8,73.0,17.0,270.0,995.2
2016,1,21,2,-8.0,-12.0,73.0,14.0,270.0,995.4
2016,1,21,3,-8.0,-12.2,72.0,18.0,280.0,995.3
2016,1,21,4,-8.3,-12.5,72.0,17.0,280.0,995.5
2016,1,21,5,-8.4,-12.2,74.0,14.0,270.0,995.9
2016,1,21,6,-8.1,-12.7,70.0,21.0,290.0,995.8
2016,1,21,7,-8.2,-12.8,70.0,25.0,290.0,996.2
2016,1,21,8,-8.4,-12.6,72.0,18.0,290.0,996.6
2016,1,21,9,-8.4,-12.2,74.0,21.0,280.0,996.9
2016,1,21,10,-8.3,-12.3,73.0,22.0,290.0,997.0
2016,1,21,11,-7.9,-12.5,70.0,23.0,280.0,997.1
2016,1,21,12,-7.4,-12.3,68.0,21.0,280.0,996.7
2016,1,21,13,-7.5,-12.3,69.0,22.0,280.0,996.8
2016,1,21,14,-7.1,-12.2,67.0,26.0,280.0,996.3
2016,1,21,15,-7.3,-12.8,65.0,22.0,290.0,996.6
2016,1,21,16,-7.2,-12.3,67.0,16.0,290.0,996.9
2016,1,21,17,-7.2,-12.3,67.0,16.0,300.0,996.8
2016,1,21,18,-6.9,-13.0,62.0,20.0,300.0,997.0
2016,1,21,19,-7.0,-11.6,70.0,15.0,300.0,997.7
2016,1,21,20,-7.1,-10.8,75.0,17.0,290.0,997.8
2016,1,21,21,-7.4,-9.8,83.0,18.0,290.0,998.0
2016,1,21,22,-7.6,-9.9,84.0,15.0,280.0,998.2
2016,1,21,23,-7.8,-10.1,84.0,19.0,280.0,998.3
2016,1,22,0,-7.9,-10.0,85.0,19.0,280.0,998.6
2016,1,22,1,-7.8,-10.1,84.0,18.0,280.0,998.7
2016,1,22,2,-7.8,-10.1,84.0,16.0,280.0,999.1
2016,1,22,3,-7.7,-10.4,81.0,18.0,290.0,999.5
2016,1,22,4,-7.8,-10.5,81.0,22.0,290.0,999.9
2016,1,22,5,-8.3,-10.5,84.0,20.0,280.0,1000.4
2016,1,22,6,-8.8,-11.8,79.0,22.0,280.0,1000.7
2016,1,22,7,-9.9,-12.9,79.0,20.0,280.0,1002.0
2016,1,22,8,-9.9,-13.0,78.0,22.0,280.0,1002.6
2016,1,22,9,-9.9,-13.4,76.0,18.0,280.0,1003.6
2016,1,22,10,-8.8,-13.0,72.0,19.0,290.0,1004.2
2016,1,22,11,-8.0,-12.6,70.0,19.0,280.0,1004.6
2016,1,22,12,-7.5,-12.1,70.0,18.0,280.0,1004.7
2016,1,22,13,-7.4,-11.3,74.0,20.0,270.0,1004.9
2016,1,22,14,-7.2,-11.4,72.0,20.0,280.0,1005.0
2016,1,22,15,-6.9,-10.8,74.0,19.0,290.0,1006.0
2016,1,22,16,-7.2,-9.3,85.0,17.0,300.0,1006.4
2016,1,22,17,-7.7,-10.9,78.0,16.0,290.0,1006.6
2016,1,22,18,-8.0,-11.7,75.0,16.0,280.0,1007.4
2016,1,22,19,-7.9,-12.1,72.0,10.0,280.0,1007.7
2016,1,22,20,-7.3,-12.1,69.0,17.0,280.0,1008.6
2016,1,22,21,-7.5,-11.7,72.0,16.0,280.0,1009.1
2016,1,22,22,-7.9,-11.8,74.0,19.0,290.0,1008.9
2016,1,22,23,-7.9,-10.9,79.0,18.0,290.0,1009.0
2016,1,23,0,-7.4,-10.1,81.0,16.0,290.0,1009.6
2016,1,23,1,-6.9,-9.3,83.0,14.0,310.0,1010.3
2016,1,23,2,-7.0,-9.7,81.0,14.0,290.0,1011.1
2016,1,23,3,-8.9,-11.3,83.0,19.0,300.0,1011.4
2016,1,23,4,-9.5,-11.7,84.0,13.0,290.0,1011.7
2016,1,23,5,-10.0,-11.9,86.0,14.0,270.0,1012.6
2016,1,23,6,-9.1,-11.2,85.0,15.0,270.0,1013.4
2016,1,23,7,-10.0,-11.9,86.0,17.0,300.0,1013.5
2016,1,23,8,-10.4,-12.2,87.0,10.0,300.0,1014.0
2016,1,23,9,-9.3,-11.4,85.0,11.0,290.0,1014.9
2016,1,23,10,-8.5,-10.9,83.0,13.0,310.0,1014.5
2016,1,23,11,-7.4,-10.0,82.0,13.0,300.0,1014.4
2016,1,23,12,-6.3,-9.7,77.0,9.0,290.0,1013.8
2016,1,23,13,-5.1,-9.9,69.0,8.0,340.0,1013.8
2016,1,23,14,-5.4,-9.5,73.0,18.0,20.0,1013.7
2016,1,23,15,-6.0,-10.3,72.0,17.0,20.0,1013.3
2016,1,23,16,-6.2,-11.8,65.0,5.0,360.0,1013.8
2016,1,23,17,-6.7,-10.9,72.0,5.0,330.0,1012.9
2016,1,23,18,-7.2,-10.7,76.0,7.0,340.0,1013.2
2016,1,23,19,-7.1,-10.8,75.0,10.0,10.0,1012.4
2016,1,23,20,-6.8,-10.7,74.0,15.0,20.0,1012.0
2016,1,23,21,-6.2,-10.8,70.0,24.0,30.0,1009.6
2016,1,23,22,-5.9,-10.2,72.0,26.0,40.0,1009.7
2016,1,23,23,-6.1,-10.0,74.0,17.0,50.0,1009.8
2016,1,24,0,-6.4,-9.8,77.0,17.0,40.0,1008.3
2016,1,24,1,-6.5,-9.7,78.0,15.0,60.0,1007.2
2016,1,24,2,-6.0,-9.1,79.0,17.0,60.0,1006.4
2016,1,24,3,-5.9,-9.1,78.0,21.0,50.0,1006.1
2016,1,24,4,-5.8,-8.9,79.0,22.0,60.0,1004.6
2016,1,24,5,-5.7,-8.8,79.0,23.0,50.0,1003.1
2016,1,24,6,-5.1,-8.4,78.0,29.0,40.0,1002.7
2016,1,24,7,-4.8,-8.2,77.0,35.0,30.0,1002.9
2016,1,24,8,-4.6,-8.0,77.0,30.0,30.0,1003.1
2016,1,24,9,-4.3,-7.8,77.0,29.0,40.0,1003.1
2016,1,24,10,-4.1,-7.6,77.0,32.0,40.0,1003.1
2016,1,24,11,-3.6,-7.2,76.0,31.0,40.0,1002.9
2016,1,24,12,-3.5,-7.3,75.0,36.0,20.0,1001.9
2016,1,24,13,-3.4,-7.6,73.0,36.0,40.0,1001.4
2016,1,24,14,-3.7,-7.3,76.0,31.0,30.0,1001.3
2016,1,24,15,-3.6,-7.9,72.0,27.0,20.0,1001.5
2016,1,24,16,-3.8,-8.1,72.0,28.0,30.0,1001.6
2016,1,24,17,-4.2,-8.5,72.0,22.0,10.0,1001.7
2016,1,24,18,-4.5,-8.5,74.0,11.0,10.0,1002.1
2016,1,24,19,-4.8,-8.4,76.0,9.0,360.0,1002.4
2016,1,24,20,-6.1,-9.0,80.0,9.0,330.0,1003.0
2016,1,24,21,-6.5,-9.1,82.0,8.0,330.0,1003.6
2016,1,24,22,-6.2,-9.0,81.0,7.0,300.0,1003.5
2016,1,24,23,-7.4,-9.4,86.0,9.0,310.0,1003.9
2016,1,25,0,-7.7,-9.7,86.0,7.0,300.0,1004.1
2016,1,25,1,-7.0,-9.1,85.0,12.0,300.0,1004.4
2016,1,25,2,-7.4,-9.4,86.0,13.0,280.0,1005.0
2016,1,25,3,-7.1,-9.4,84.0,9.0,260.0,1005.6
2016,1,25,4,-6.9,-9.2,84.0,11.0,250.0,1006.0
2016,1,25,5,-8.3,-10.1,87.0,10.0,270.0,1006.6
2016,1,25,6,-7.5,-11.0,76.0,12.0,290.0,1007.5
2016,1,25,7,-7.9,-11.1,78.0,11.0,300.0,1008.9
2016,1,25,8,-6.2,-9.1,80.0,9.0,300.0,1010.3
2016,1,25,9,-3.8,-7.8,74.0,16.0,350.0,1011.6
2016,1,25,10,-2.9,-9.0,63.0,17.0,350.0,1013.1
2016,1,25,11,-3.9,-6.5,82.0,19.0,350.0,1014.4
2016,1,25,12,-3.7,-7.9,73.0,14.0,340.0,1014.7
2016,1,25,13,-3.2,-8.3,68.0,18.0,330.0,1015.1
2016,1,25,14,-3.9,-9.4,66.0,16.0,320.0,1015.9
